Name|md5|Machine|SizeOfOptionalHeader|Characteristics|MajorLinkerVersion|MinorLinkerVersion|SizeOfCode|SizeOfInitializedData|SizeOfUninitializedData|AddressOfEntryPoint|BaseOfCode|BaseOfData|ImageBase|SectionAlignment|FileAlignment|MajorOperatingSystemVersion|MinorOperatingSystemVersion|MajorImageVersion|MinorImageVersion|MajorSubsystemVersion|MinorSubsystemVersion|SizeOfImage|SizeOfHeaders|CheckSum|Subsystem|DllCharacteristics|SizeOfStackReserve|SizeOfStackCommit|SizeOfHeapReserve|SizeOfHeapCommit|LoaderFlags|NumberOfRvaAndSizes|SectionsNb|SectionsMeanEntropy|SectionsMinEntropy|SectionsMaxEntropy|SectionsMeanRawsize|SectionsMinRawsize|SectionMaxRawsize|SectionsMeanVirtualsize|SectionsMinVirtualsize|SectionMaxVirtualsize|ImportsNbDLL|ImportsNb|ImportsNbOrdinal|ExportNb|ResourcesNb|ResourcesMeanEntropy|ResourcesMinEntropy|ResourcesMaxEntropy|ResourcesMeanSize|ResourcesMinSize|ResourcesMaxSize|LoadConfigurationSize|VersionInformationSize|packed|legitimate
9a3a22eec59caf877fc781d46bbb330f384807fac29d0341aea5bc6194e8efa3.exe|3b5a4e7d484110e8e331fcc924640f64|34404|240|8226|14|29|93184|234496|0|7760|4096|0|6442450944|4096|512|6|0|0|0|6|0|344064|1024|0|2|288|1048576|4096|1048576|4096|0|16|7|4.843873120304096|2.01368355891762|7.845677103931159|46080.0|512|165888|46504.28571428572|252|165600|3|93|0|129|3|5.1096985104706665|2.566961045565863|7.850519970111032|55119.0|112|164864|312|0|0|0
b2ae5718eeb8a7fc023e469c480e5d92de792a403bc34025e6965ed3467913f8.exe|15b0c5f3759cda22883db9efebfd69ac|332|224|258|14|28|1146880|360960|0|942435|4096|1155072|4194304|4096|512|6|0|0|0|6|0|1527808|1024|0|2|33088|1048576|4096|1048576|4096|0|16|7|5.113416346618405|0.0|6.860127288908574|212699.42857142858|512|1123840|215255.0|80|1123777|7|188|0|0|5|4.650846502410358|1.9804820237218406|7.978058564370111|23677.2|20|67624|188|0|1|0
aabd220d701bf2075c28a61121d58347873938c55888f0ac4fc3d3e89c021e7c.exe|1cc8530c7dd57894b63f113f89dcbb55|332|224|258|80|0|693760|2048|0|701470|8192|704512|4194304|8192|512|4|0|0|0|4|0|720896|512|0|2|34112|1048576|4096|1048576|4096|0|16|3|3.826646462842056|0.10191042566270775|7.221736155454767|231936.0|512|693760|231597.33333333334|12|693284|1|1|0|0|2|4.153360945555716|3.305605077436245|5.0011168136751865|667.0|490|844|0|0|1|0
425b5d979941812fa37f17ac3308c0773770bf72dcbb764e6a5f68c338ce65e6.exe|163817240824cc95c8d6a9bdbcd4b68f|34404|240|8226|12|0|380928|314368|0|210652|4096|0|6442450944|4096|512|6|0|0|0|6|0|708608|1024|0|2|288|1048576|4096|1048576|4096|0|16|6|5.604211100621729|3.8638293765242397|7.775067258642137|114005.33333333333|4096|380928|115575.83333333333|3700|380675|3|104|0|129|3|5.0859715203696165|2.566961045565863|7.779338999807882|55119.0|112|164864|112|0|0|0
baed78169f7f64164bd842001fccf44d31dd15d7eb1a331a3db992de32173f39.exe|da38d3035ca3ec6f28557fbf81ccc1d1|34404|240|8226|14|29|93184|234496|0|7760|4096|0|6442450944|4096|512|6|0|0|0|6|0|344064|1024|0|2|288|1048576|4096|1048576|4096|0|16|7|4.84385878177945|2.01368355891762|7.845677103931159|46080.0|512|165888|46504.28571428572|252|165600|3|93|0|129|3|5.1096985104706665|2.566961045565863|7.850519970111032|55119.0|112|164864|312|0|0|0
970527337de82b8d30eb9bee448173683a5eb7ba2b09696d9408002f52ac88c1.exe|2c98bcfe026629010dd282820864760a|34404|240|8226|12|0|380928|312832|0|210636|4096|0|6442450944|4096|512|6|0|0|0|6|0|708608|1024|0|2|288|1048576|4096|1048576|4096|0|16|6|5.625821353482464|3.865984764312594|7.895030362026798|113749.33333333333|4096|380928|115322.5|3700|380659|3|104|0|129|3|5.125746592462241|2.566961045565863|7.898664216085756|54607.0|112|163328|112|0|0|0
620396c93b3778ceaa5b92cf2755070e56780f75b302e63625cade5182519721.exe|e5635876824024dcc81075e15cd43def|34404|240|8226|14|29|93184|234496|0|7760|4096|0|6442450944|4096|512|6|0|0|0|6|0|344064|1024|0|2|288|1048576|4096|1048576|4096|0|16|7|4.843851323801749|2.01368355891762|7.845677103931159|46080.0|512|165888|46504.28571428572|252|165600|3|93|0|129|3|5.1096985104706665|2.566961045565863|7.850519970111032|55119.0|112|164864|312|0|0|0
wannacry.exe|db349b97c37d22f5ea1d1841e3c89eb4|332|224|271|6|0|36864|3682304|0|39446|4096|40960|4194304|4096|4096|4|0|0|0|4|0|6729728|4096|0|2|0|1048576|4096|1048576|4096|0|16|4|5.933437669729046|3.503615586181224|7.9952261194431635|929792.0|4096|3518464|1679508.5|2456|3515476|7|91|0|0|2|5.763956443222968|3.53244194528125|7.995470941164686|1757656.0|944|3514368|0|0|1|0
aras31.bin|4c206bb87e613597d9153ec9bcca472d|332|224|270|6|0|116736|90112|0|124818|8192|131072|4194304|8192|512|4|0|0|0|4|0|229376|512|0|2|0|1048576|4096|1048576|4096|0|16|3|4.899228900183831|0.10191042566270775|7.997710389954381|68949.33333333333|512|116736|68729.33333333333|12|116632|1|1|0|0|1|7.997882026473385|7.997882026473385|7.997882026473385|89456.0|89456|89456|0|0|1|0
8370746ea957582a6e53d4ffb81c864b484d73cbea2904b040375ee851bcb06d.exe|069218089b57f71481dc67db2c52f929|332|224|258|48|0|583168|2048|0|591238|8192|598016|4194304|8192|512|4|0|0|0|4|0|614400|512|0|2|34112|1048576|4096|1048576|4096|0|16|3|3.4386042820557106|0.08153941234324169|7.703678532905893|195072.0|512|583168|194729.33333333334|12|583052|1|1|0|0|1|3.3231960083602505|3.3231960083602505|3.3231960083602505|1032.0|1032|1032|0|0|1|0
80a898b5cde329412e428051ea4198cf1695eacf8849f7c2ece02991aab04018.exe|20502708c5b36f7116aca93f4db96f3d|34404|240|8226|14|29|93184|232960|0|7776|4096|0|6442450944|4096|512|6|0|0|0|6|0|344064|1024|0|2|288|1048576|4096|1048576|4096|0|16|7|4.827282153548042|1.977400350166309|7.778287270387418|45860.57142857143|512|164352|46287.142857142855|252|164064|3|93|0|129|3|5.086652195096646|2.566961045565863|7.781381023988972|54607.0|112|163328|312|0|0|0
sample.bin|1ce1ca85bff4517a1ef7e8f9a7c22b16|332|224|259|12|0|233472|28672|294912|528400|299008|532480|4194304|4096|512|5|1|0|0|5|1|561152|4096|0|2|33024|1048576|4096|1048576|4096|0|16|3|4.848986156259666|0.0|7.789741734041854|85845.33333333333|0|229888|185685.33333333334|28672|294912|1|4|0|0|13|6.1833319863793825|2.8581189678853596|7.486157100558505|2350.153846153846|16|9640|0|0|1|0
353d2a5e23e7ce6d31860fc0dfdcb8a1b200299fe899a021a3dda11b9d6f312a.exe|84256f758cd030426fd4103fc55eae94|34404|240|8226|14|0|120832|1726976|0|49868|4096|0|6442450944|4096|512|6|0|0|0|6|0|1871872|1024|1872752|2|96|1048576|4096|1048576|4096|0|16|7|4.411418164750908|1.5316979329692186|6.349099597770492|263314.28571428574|512|1040896|263709.5714285714|152|1040620|1|82|0|6|1|4.9116145157351045|4.9116145157351045|4.9116145157351045|381.0|381|381|148|0|0|0
18815b641d4aeae7ab48dc0df9bcc7cbe2bda525790f124aa6751806cef6575d.exe|0b6c7eff28664977efd72d91bfb1b2b8|332|224|263|2|28|695296|1095168|3072|4832|4096|700416|4194304|4096|512|4|0|1|0|4|0|1273856|1024|2355079|3|0|2097152|4096|1048576|4096|0|16|16|3.669928980561694|0.0|6.669413165889255|77120.0|0|695296|77009.125|24|694792|3|112|0|0|0|0|0|0|0|0|0|0|0|0|0
0c33915831c2f339a3185a4e3ccce8a607f9da8dc962334a5a17f0d2ef9cb09c.exe|5ca2dddfd7e00a48f3d9f33aa5c03cb1|332|224|258|48|0|440832|1536|0|448598|8192|450560|4194304|8192|512|4|0|0|0|4|0|466944|512|0|2|34112|1048576|4096|1048576|4096|0|16|3|3.6934458403889803|0.10191042566270775|7.817838350325968|147456.0|512|440832|147172.0|12|440500|1|1|0|0|1|3.3193229349818045|3.3193229349818045|3.3193229349818045|912.0|912|912|0|0|0|0
ba55f53c0bbb41507a4ed6f24d2dd9ca1e8cde9a581533d1ff3c17482ea9d83d.exe|c47e95dd53ac18ad3f4ca0972757be31|34404|240|8226|14|29|93184|234496|0|7760|4096|0|6442450944|4096|512|6|0|0|0|6|0|344064|1024|0|2|288|1048576|4096|1048576|4096|0|16|7|4.843876672140196|2.01368355891762|7.845677103931159|46080.0|512|165888|46504.28571428572|252|165600|3|93|0|129|3|5.1096985104706665|2.566961045565863|7.850519970111032|55119.0|112|164864|312|0|0|0
227c812240c9ccb626ea608bd36e3fffa0eb2bac6d728c3f77f5a24e40da675f.exe|5feae81f0fb2a86d320a8309fe9a5105|332|224|258|8|0|6144|167424|0|13902|8192|16384|4194304|8192|512|4|0|0|0|6|0|196608|512|0|2|34144|1048576|4096|1048576|4096|0|16|3|2.8166967360291753|0.08153941234324169|5.401121696232255|57856.0|512|166912|57516.0|12|166820|1|1|0|0|12|3.5046171599398104|2.1949907873962298|7.524913746410776|13848.333333333334|132|67624|0|0|1|0
d8c3b2d70e3dd93e07ebb36381043d8763c284602849cb9be5ca22c1e190afb1.exe|9a2c85837387f590637fd4afb5b7ac03|332|224|258|11|0|553984|39424|0|562062|8192|565248|4194304|8192|512|4|0|0|0|4|0|614400|512|616792|2|34112|1048576|4096|1048576|4096|0|16|3|4.254411633938942|0.09800417566270775|7.099229003493918|197802.66666666666|512|553984|197599.33333333334|12|553876|1|1|0|0|85|3.380956428197887|2.5569650683787604|5.941897479211703|376.3058823529412|13|9640|0|0|1|0
5805958d9177628e493e916522a157c4efb2997511a4653bb4bd2cc395643cd4.exe|b01ff91135ccc5a12039a26eddccfda6|332|224|258|80|0|678912|211968|0|686718|8192|688128|4194304|8192|512|4|0|0|0|4|0|909312|512|0|2|34112|1048576|4096|1048576|4096|0|16|3|4.096908447294072|0.10191042566270775|7.195279631886449|296960.0|512|678912|296656.0|12|678532|1|1|0|0|12|3.9765969360574807|2.546831097290012|7.983544771976083|17560.916666666668|132|67624|0|0|1|0
33017ca5e094927fd63c358dfc2d1b4e761e32fbbf7e2373e1e9109fd20eb6f8.exe|63e346f86e73ff4e7c64fcfafd5c8bd4|332|224|271|6|0|27136|186880|2048|13613|4096|32768|4194304|4096|512|4|0|6|0|4|0|561152|1024|673564|2|34112|1048576|4096|1048576|4096|0|16|5|4.0903764136765215|0.0|6.458398214928006|39936.0|0|165376|109124.2|5286|176152|7|165|1|0|15|4.027131642921714|2.488246327849667|5.299340634842322|10967.2|96|67624|0|0|0|0
83cec0d6759010ff027dfe24d0098f4523a0f5a80b96f2bde6bb907c9b18c465.exe|b4d0cbf8ab61a31cc0d51b3e21be3afc|332|224|259|10|0|148992|42236416|0|90127|4096|155648|4194304|4096|512|5|1|0|0|5|1|42364928|1024|292488|2|32768|1048576|4096|1048576|4096|0|16|7|2.272321445300381|0.0|7.298472673835541|41106.28571428572|512|148992|6049209.428571428|23|42068696|4|122|0|0|48|4.98931465622756|1.0|6.962835580992958|2493.8125|2|9640|72|0|1|0
c249d903d20e7501cd0a7eedb24eb61da51e4152bc026b4852ea2b6515206702.exe|5dea022198eff6819ffc522018f4d9f8|34404|240|8226|14|29|93184|232960|0|7776|4096|0|6442450944|4096|512|6|0|0|0|6|0|344064|1024|0|2|288|1048576|4096|1048576|4096|0|16|7|4.827292608888788|1.977400350166309|7.778287270387418|45860.57142857143|512|164352|46287.142857142855|252|164064|3|93|0|129|3|5.086652195096646|2.566961045565863|7.781381023988972|54607.0|112|163328|312|0|0|0
ffd28f3ea7039fb20b36fa5412b8158fe7c287108248fb4d0cc129ab816d3541.exe|654f326d11116bcb7b3ca7bd95058373|332|224|258|48|0|444928|2048|0|452554|8192|458752|4194304|8192|512|4|0|0|0|4|0|475136|512|0|2|34112|1048576|4096|1048576|4096|0|16|3|3.4311988138177423|0.10191042566270775|7.815324196693352|148992.0|512|444928|148506.66666666666|12|444456|1|1|0|0|1|3.307752580415514|3.307752580415514|3.307752580415514|960.0|960|960|0|0|0|0
a58e4e7ccb8e0b5416e2d60cb3e44bba7b24b20cea2fb672a3a12761b8387acb.exe|ad577a16d1d1ed227b3fb763a297a6ae|34404|240|8226|14|29|93184|234496|0|7760|4096|0|6442450944|4096|512|6|0|0|0|6|0|344064|1024|0|2|288|1048576|4096|1048576|4096|0|16|7|4.843817225232641|2.01368355891762|7.845677103931159|46080.0|512|165888|46504.28571428572|252|165600|3|93|0|129|3|5.1096985104706665|2.566961045565863|7.850519970111032|55119.0|112|164864|312|0|0|0
acec56f93e490dacea2001289b8e1e8a27ec64fb63591d37ff9be30093bcd7dc.exe|f0b16787de5e1d65d096ce5fcc787644|332|224|258|14|0|339968|134144|0|201533|4096|344064|4194304|4096|512|5|1|0|0|5|1|503808|1024|0|2|32768|1048576|4096|1048576|4096|0|16|7|4.062899216747187|0.020393135236084953|6.6516535311525145|67730.28571428571|512|339968|69226.28571428571|9|339645|11|289|0|0|6|3.9395286506331098|2.623078165016217|7.847451992138665|3137.3333333333335|62|9640|92|0|1|0
crypted_@zxzgei (3).bin|e621021ab4e6ca7f4acf6ce909495a3b|332|224|263|2|28|673792|1089024|3072|4832|4096|679936|4194304|4096|512|4|0|1|0|4|0|1269760|1024|2330857|3|0|2097152|4096|1048576|4096|0|16|16|3.7079925659147217|0.0|7.2107397755573475|76736.0|0|673792|76611.375|24|673648|3|112|0|0|0|0|0|0|0|0|0|0|0|0|0
0b24666f398b8724dd34f528e241c292f5467cb4622dcf87a524f59a3b3565a9.exe|9378763cc61f0ac1e5e409071fc3085f|332|224|258|48|0|528896|2048|0|536626|8192|540672|4194304|8192|512|4|0|0|0|4|0|557056|512|0|2|34112|1048576|4096|1048576|4096|0|16|3|3.3874800976737003|0.09800417566270775|7.651951307230817|176981.33333333334|512|528896|176504.0|12|528440|1|1|0|0|1|3.3318129641628125|3.3318129641628125|3.3318129641628125|968.0|968|968|0|0|1|0
feb2ec1801c7febeed6008b50ecdbab0095a8246b587146e5e4c3af88e4c9589.exe|04e32b9cacb3c62121ba75d1d09a70d3|332|224|258|48|0|539392|1312|0|547578|8192|548864|4194304|8192|512|4|0|0|0|4|0|565248|512|0|3|34144|1048576|4096|1048576|4096|0|16|3|3.623525596147749|0.10191042566270775|7.76720435327989|180565.33333333334|512|539648|180234.66666666666|12|539392|1|1|0|0|1|3.496030568712977|3.496030568712977|3.496030568712977|1212.0|1212|1212|0|0|1|0
2620668118d8ade45d0de6c49ea4c2af6213ff0e7d0b312b8ce8e080eba6c32b.exe|ac6096ab3dc639f668998dc327d33365|332|224|258|8|0|211456|7168|0|219520|8192|221184|4194304|8192|512|4|0|0|0|4|0|237568|512|0|2|34112|1048576|4096|1048576|4096|0|16|3|4.342162070365892|0.10191042566270775|7.9269321225788785|72874.66666666667|512|211456|72666.0|12|211334|1|1|0|0|5|3.936401479229871|2.2105940904231307|6.18661091612779|1260.4|34|4264|0|0|1|0
092ee4b0f25635925a0d7eebcc9709c2ce45035668b74b137e485ed9b5151cf3.exe|6021e8882e14bf7f99e246db58e72d0f|332|224|258|48|0|5632|57344|0|13470|8192|0|4194304|8192|512|4|0|0|0|4|0|81920|512|0|2|34112|1048576|4096|1048576|4096|0|16|3|4.21992156605227|0.08153941234324169|7.263141306816672|20992.0|512|56832|20709.333333333332|12|56832|1|1|0|0|8|4.5805087273589375|2.6463816108079103|7.974623469365077|6982.75|76|37026|0|0|1|0
2e8c934759678561d84650c46ad24f29e2d55bb733c52fef211891427b6b39c7.exe|04c547689f942c407640d6bb8795715f|332|224|258|48|0|551424|2048|0|559206|8192|565248|4194304|8192|512|4|0|0|0|4|0|581632|512|0|2|34112|1048576|4096|1048576|4096|0|16|3|3.455198622496177|0.10191042566270775|7.8645937900846326|184490.66666666666|512|551424|184060.0|12|551108|1|1|0|0|1|3.311063520522112|3.311063520522112|3.311063520522112|968.0|968|968|0|0|0|0
4a919e54c2094cb6e382eae0bdac40f2e5f26ff041a1992bb803396ca54d8341.exe|c8e724f095289eab4140895363fefec6|34404|240|8226|14|29|93184|232960|0|7776|4096|0|6442450944|4096|512|6|0|0|0|6|0|344064|1024|0|2|288|1048576|4096|1048576|4096|0|16|7|4.827279886046613|1.977400350166309|7.778287270387418|45860.57142857143|512|164352|46287.142857142855|252|164064|3|93|0|129|3|5.086652195096646|2.566961045565863|7.781381023988972|54607.0|112|163328|312|0|0|0
0866933e41e1dd10e549490bddfa31ea6c5f500051fc877e0ef2e68077aa29f0.exe|3619fdc49ae6a49a19a8c48d4ddade44|332|224|33166|2|25|576000|241664|0|579704|4096|581632|4194304|4096|512|4|0|0|0|4|0|839680|1024|0|2|0|1048576|16384|1048576|4096|0|16|8|3.666670907533519|0.0|6.951429211135309|102208.0|0|576000|102498.125|24|575688|16|423|0|0|66|3.111104002848943|1.8387586809150083|7.011453948291304|2721.6060606060605|16|137540|0|0|1|0
aada88c0d6da581a09519b022e5ce436e119b8a82712741658b6c548df0604fe.exe|cd5526e03ec8f2097f200c59710295c9|332|224|258|48|0|566272|2048|0|574006|8192|581632|4194304|8192|512|4|0|0|0|4|0|598016|512|0|2|34112|1048576|4096|1048576|4096|0|16|3|3.4689325521064327|0.10191042566270775|7.868825484212315|189440.0|512|566272|189001.33333333334|12|565908|1|1|0|0|1|3.3019632317583723|3.3019632317583723|3.3019632317583723|992.0|992|992|0|0|0|0
3c03f4df07748b1125f7d4fd996214dbe69a2bd1eb1c80e3081c779016509204.exe|191040b115415b01b667064ad706e899|34404|240|8226|12|0|380928|314368|0|210652|4096|0|6442450944|4096|512|6|0|0|0|6|0|708608|1024|0|2|288|1048576|4096|1048576|4096|0|16|6|5.604221738955826|3.8638293765242397|7.775067258642137|114005.33333333333|4096|380928|115575.83333333333|3700|380675|3|104|0|129|3|5.0859715203696165|2.566961045565863|7.779338999807882|55119.0|112|164864|112|0|0|0
5afcf2affa6b7fd9018724b0d0547ebf3151b004c2daaf4aa5149d589bb4dff7.exe|ca9aa4c6fde16d57e94b119cc399a668|332|224|258|14|31|700928|307712|0|4371|4096|708608|4194304|4096|512|6|0|0|0|6|0|1036288|1024|0|2|33088|1048576|4096|1048576|4096|0|16|7|3.731073729465527|0.011173818721219527|6.155648639689993|142921.14285714287|512|700928|143877.14285714287|270|700794|29|142|0|0|0|0|0|0|0|0|0|192|0|1|0
875a77964bce19513095b696d40cb7f9b1653ca3f7b7d83a83ecbaa371e7e93e.exe|0eaff84785bc534aced7fd37bf74063b|34404|240|8226|12|0|380928|314368|0|210652|4096|0|6442450944|4096|512|6|0|0|0|6|0|708608|1024|0|2|288|1048576|4096|1048576|4096|0|16|6|5.6042264697750115|3.8638293765242397|7.775067258642137|114005.33333333333|4096|380928|115575.83333333333|3700|380675|3|104|0|129|3|5.0859715203696165|2.566961045565863|7.779338999807882|55119.0|112|164864|112|0|0|0
dc6a963a037578ef826cb4bc2cac32781f2ea15eb8126e40fd809b2a3d7a33cd.exe|4e7c9d0e23a491ae758e2dda69078c0e|332|224|258|48|0|956011|2048|0|964197|8192|966656|4194304|8192|512|4|0|0|0|4|0|983040|512|0|2|34144|1048576|4096|1048576|4096|0|16|3|3.3813872241929706|0.10191042566270775|6.381375802465522|319488.0|512|956416|319157.0|12|956011|1|1|0|0|2|1.758536539567054|0.0|3.517073079134108|643.0|6|1280|0|0|1|0
bbb9e2a39447d192ade0238201e8c321ea71865a3dd2700f8be56f0d9c04cbd1.exe|eb438a083183f08f786f99968c316ce8|332|224|33166|2|25|104448|9216|0|108164|4096|110592|4194304|4096|512|4|0|0|0|4|0|131072|1024|0|2|0|1048576|16384|1048576|4096|0|16|5|4.741574979700229|0.0|6.670961239193358|22732.8|0|104448|22981.4|1644|104112|10|74|0|0|0|0|0|0|0|0|0|0|0|1|0
87a622f1840644b03e1d43a66b1f610ab86802ff2130759311438b4007f69aa6.exe|a9a23e484ff259bc4442e7c99f560759|34404|240|8226|14|29|93184|234496|0|7760|4096|0|6442450944|4096|512|6|0|0|0|6|0|344064|1024|0|2|288|1048576|4096|1048576|4096|0|16|7|4.843857512245954|2.01368355891762|7.845677103931159|46080.0|512|165888|46504.28571428572|252|165600|3|93|0|129|3|5.1096985104706665|2.566961045565863|7.850519970111032|55119.0|112|164864|312|0|0|0
8127a1c7c662da6570f1204aebccb78398f84b2d881be149e6782bfe8281c149.exe|200d3d609f7e8c1aa9ae0bc4a36d1434|332|224|258|48|0|8704|12800|0|16494|8192|24576|4194304|8192|512|4|0|0|0|6|0|49152|512|0|2|34144|1048576|4096|1048576|4096|0|16|3|4.105383060047738|0.08153941234324169|6.6504419470635705|7168.0|512|12288|6862.666666666667|12|12268|1|1|0|0|8|3.9278587598651065|2.2996828359451342|7.839005382039354|1470.5|76|7054|0|0|1|0
633159da1bb7bcb8bc7dd2999c6254a19d78c66904cbb736f1bc82a222b513c3.exe|2cea403d50cd18e6ea81e23c3c300a58|332|224|271|6|0|26624|141824|2048|13888|4096|32768|4194304|4096|512|4|0|6|0|4|0|434176|1024|0|2|34112|1048576|4096|1048576|4096|0|16|5|3.9715018498404886|0.0|6.4174599871908855|7884.8|0|26624|83768.0|5018|249856|7|165|1|0|12|3.026102229113766|2.1609640474436813|5.299340634842322|418.1666666666667|20|896|0|0|0|0
5f6811403a8e404c9d4729fca5d8b7bce56253381264982c36eb720c1bbbeffb.exe|0e452825988130858283020f81a5bf60|34404|240|8226|14|29|93184|234496|0|7760|4096|0|6442450944|4096|512|6|0|0|0|6|0|344064|1024|0|2|288|1048576|4096|1048576|4096|0|16|7|4.843868130813334|2.01368355891762|7.845677103931159|46080.0|512|165888|46504.28571428572|252|165600|3|93|0|129|3|5.1096985104706665|2.566961045565863|7.850519970111032|55119.0|112|164864|312|0|0|0
Rbyflxbzhq.bin|c502a7c74e56610c645b07d353bc68ba|332|224|33166|2|25|601088|250368|0|604688|4096|606208|4194304|4096|512|4|0|0|0|4|0|876544|1024|0|2|0|1048576|16384|1048576|4096|0|16|8|3.680321519858619|0.0|6.968881135317517|106432.0|0|601088|106654.125|24|600664|19|429|0|0|61|3.1456820745373677|1.8387586809150083|7.02895142238867|3050.44262295082|16|137540|0|0|1|0
c3de8aab68d60caf2e468d1d438ca4c8566657a1e78b7a64d4be50d5d688d420.exe|80e050ab4a25bd4b4a7c3f9dfa8e82ee|332|224|34|48|0|943584|1196|0|951770|8192|958464|4194304|8192|512|4|0|0|0|4|0|974848|512|0|2|34144|1048576|4096|1048576|4096|0|16|3|3.164086281470558|0.10191042566270775|6.593866844867886|315221.3333333333|512|943616|314926.6666666667|12|943584|1|1|0|0|1|3.5157969838029746|3.5157969838029746|3.5157969838029746|1096.0|1096|1096|0|0|1|0
6763b0b45f0fd8e32e29377a207058fc42a02bb6d1db368c76fd0af470abc341.exe|4581e07a773ef48f3ecafc6508c90f7a|332|224|259|10|0|247296|42236928|0|188495|4096|253952|4194304|4096|512|5|1|0|0|5|1|42467328|1024|404132|2|33024|1048576|4096|1048576|4096|0|16|7|2.3236305721336663|0.0|7.684148644897494|55222.857142857145|512|247296|6063380.857142857|23|42068696|4|122|0|0|49|4.834894997515248|1.0|6.341932059575864|2458.8367346938776|2|9640|72|0|1|0
sample_dump_SCY.bin|99a5a00928819d16733d9d78bf3be1dd|332|224|259|12|0|233472|28672|294912|24272|299008|532480|4194304|4096|512|5|1|0|0|5|1|565248|1024|0|2|33024|1048576|4096|1048576|4096|0|16|4|5.199748315770643|1.61636800011328|6.966012688905623|138624.0|2048|294912|140288.0|4096|294912|1|89|0|0|13|5.115883043500858|2.5|6.6274725911222765|2350.153846153846|16|9640|0|0|1|0
873501867ab9f40791533bd253621219fcb2f7458c86b43425752b1d20f84eaa.exe|4b8cfdfe84d595931302712db8bc0bda|34404|240|8226|14|29|93184|234496|0|7760|4096|0|6442450944|4096|512|6|0|0|0|6|0|344064|1024|0|2|288|1048576|4096|1048576|4096|0|16|7|4.8438404251270955|2.01368355891762|7.845677103931159|46080.0|512|165888|46504.28571428572|252|165600|3|93|0|129|3|5.1096985104706665|2.566961045565863|7.850519970111032|55119.0|112|164864|312|0|0|0
8e69fabd7a9980914350fd776f5648f8f905835bebef17bbe5eda62bb3610cbc.exe|4698d8fabe3793dfda4878473a57443b|332|224|258|48|0|512000|7168|0|519702|8192|524288|4194304|8192|1024|4|0|0|0|4|0|540672|1024|0|2|34112|1048576|4096|1048576|4096|0|16|3|4.367649302114701|0.05585530805374581|7.961274331081027|173056.0|1024|512000|172670.66666666666|12|511940|1|1|0|0|5|3.1561322999834074|1.5166422780956523|5.0011168136751865|1141.2|20|4264|0|0|0|0
79352910f5e31ab1c843a5a7230d1f278dda20f721ad03243dd44f8d7806c2ed.exe|e08d8ddb2ef5d353f6e5cc7fdb514e73|332|224|259|9|0|212480|449536|0|67184|4096|217088|4194304|4096|512|5|0|0|0|5|0|651264|1024|448875|2|49408|1048576|4096|1048576|4096|0|16|3|6.331346367235999|4.95146692802733|7.897061007655911|128853.33333333333|55296|212480|214661.66666666666|54909|376616|2|194|0|0|34|3.5859785007071263|1.0|6.05036262649838|1555.7941176470588|2|9640|72|0|0|0
bc37c01615f39bfaa06017a02e71d24c5aa4bb0159604230ff8ab325f29e685e.exe|1519311bb7f672fd407d30f8dfa11717|34404|240|34|14|0|134144|246272|0|36248|4096|0|5368709120|4096|512|5|2|0|0|5|2|458752|1024|0|2|33120|1048576|4096|1048576|4096|0|16|7|4.454819793050861|1.7497510525938194|6.463777447664502|54345.142857142855|512|169984|62489.71428571428|172|169752|3|98|0|0|21|4.196958232989581|1.9196739852729505|7.894117945242187|8030.952380952381|104|38056|148|0|1|0
a7d1604e96293590b671f4618a6da894d775ac3d9cecf1d3138d341889899dc6.exe|860140b848e678cdce832a9fc16360ed|332|224|270|48|0|201728|2048|0|209470|8192|212992|4194304|8192|512|4|0|0|0|4|0|229376|512|0|2|34144|1048576|4096|1048576|4096|0|16|3|4.015639348557686|0.10191042566270775|7.8185891541517885|67925.33333333333|512|201728|67581.33333333333|12|201284|1|1|0|0|2|4.162816572285925|3.3245163308966625|5.0011168136751865|643.0|490|796|0|0|1|0
1d0431806893f59e3905c4b12c893780668c9764c895fd782cdb39155571e228.exe|b4cbe44603c2ddab89df680c12195b66|34404|240|8226|12|0|380928|314368|0|210652|4096|0|6442450944|4096|512|6|0|0|0|6|0|708608|1024|0|2|288|1048576|4096|1048576|4096|0|16|6|5.604198829346562|3.8638293765242397|7.775067258642137|114005.33333333333|4096|380928|115575.83333333333|3700|380675|3|104|0|129|3|5.0859715203696165|2.566961045565863|7.779338999807882|55119.0|112|164864|112|0|0|0
bb4715272d623d3c0266dbc32e864acffd13042c726c2c143c904540b53a0c4b.exe|6802b2851393f1fbc0fa1ee09d1cb40c|332|224|271|6|0|26624|141824|2048|13888|4096|32768|4194304|4096|512|4|0|6|0|4|0|811008|1024|615011|2|34112|1048576|4096|1048576|4096|0|16|5|4.005572577197407|0.0|6.4174599871908855|95436.8|0|443904|159073.6|5018|443744|7|165|1|0|21|3.8890129011454193|2.488246327849667|5.578608634152492|21075.428571428572|96|270376|0|0|0|0
google cloud ssh -r.bin|5a4bf548aa93f1f8e82934534d19907c|332|224|270|6|0|116736|90624|0|124818|8192|131072|4194304|8192|512|4|0|0|0|4|0|229376|512|0|2|0|1048576|4096|1048576|4096|0|16|3|4.899383705174921|0.10191042566270775|7.998167141441475|69120.0|512|116736|68897.33333333333|12|116632|1|1|0|0|1|7.9983010085832476|7.9983010085832476|7.9983010085832476|89960.0|89960|89960|0|0|1|0
